"Comunidad Autónoma","Universidad","Curso","Sexo","Forma de admisión","Rama de enseñanza","Nota media"
"Valencia","València (Estudi General)","2018-2019","Hombres","FP","Ciencias de la Salud","10.45"
"Valencia","València (Estudi General)","2017-2018","Hombres","FP","Ciencias de la Salud","9.98"
"Valencia","València (Estudi General)","2016-2017","Hombres","FP","Ciencias de la Salud","9.81"
"Valencia","València (Estudi General)","2015-2016","Hombres","FP","Ciencias de la Salud","9.71"
"Valencia","València (Estudi General)","2022-2023","Mujeres","FP","Ciencias de la Salud","10.93"
"Valencia","València (Estudi General)","2021-2022","Mujeres","FP","Ciencias de la Salud","10.95"
"Valencia","València (Estudi General)","2020-2021","Mujeres","FP","Ciencias de la Salud","10.71"
"Valencia","València (Estudi General)","2019-2020","Mujeres","FP","Ciencias de la Salud","9.43"
"Valencia","València (Estudi General)","2018-2019","Mujeres","FP","Ciencias de la Salud","9.88"
"Valencia","València (Estudi General)","2017-2018","Mujeres","FP","Ciencias de la Salud","9.9"
"Valencia","València (Estudi General)","2016-2017","Mujeres","FP","Ciencias de la Salud","9.75"
"Valencia","València (Estudi General)","2015-2016","Mujeres","FP","Ciencias de la Salud","9.51"
"Valencia","València (Estudi General)","2022-2023","Hombres","FP","Ciencias",NA
"Valencia","València (Estudi General)","2021-2022","Hombres","FP","Ciencias",NA
"Valencia","València (Estudi General)","2020-2021","Hombres","FP","Ciencias",NA
"Valencia","València (Estudi General)","2019-2020","Hombres","FP","Ciencias",NA
"Valencia","València (Estudi General)","2018-2019","Hombres","FP","Ciencias",NA
"Valencia","València (Estudi General)","2017-2018","Hombres","FP","Ciencias",NA
"Valencia","València (Estudi General)","2016-2017","Hombres","FP","Ciencias",NA
"Valencia","València (Estudi General)","2015-2016","Hombres","FP","Ciencias",NA
"Valencia","València (Estudi General)","2022-2023","Mujeres","FP","Ciencias",NA
"Valencia","València (Estudi General)","2021-2022","Mujeres","FP","Ciencias",NA
"Valencia","València (Estudi General)","2020-2021","Mujeres","FP","Ciencias",NA
"Valencia","València (Estudi General)","2019-2020","Mujeres","FP","Ciencias",NA
"Valencia","València (Estudi General)","2018-2019","Mujeres","FP","Ciencias",NA
"Valencia","València (Estudi General)","2017-2018","Mujeres","FP","Ciencias",NA
"Valencia","València (Estudi General)","2016-2017","Mujeres","FP","Ciencias",NA
"Valencia","València (Estudi General)","2015-2016","Mujeres","FP","Ciencias",NA
"Castilla la Mancha","Valladolid","2022-2023","Hombres","PAU","Ciencias Sociales y Jurídicas","8.68"
"Castilla la Mancha","Valladolid","2021-2022","Hombres","PAU","Ciencias Sociales y Jurídicas","8.55"
"Castilla la Mancha","Valladolid","2020-2021","Hombres","PAU","Ciencias Sociales y Jurídicas","8.09"
"Castilla la Mancha","Valladolid","2019-2020","Hombres","PAU","Ciencias Sociales y Jurídicas","7.58"
"Castilla la Mancha","Valladolid","2018-2019","Hombres","PAU","Ciencias Sociales y Jurídicas","7.44"
"Castilla la Mancha","Valladolid","2017-2018","Hombres","PAU","Ciencias Sociales y Jurídicas","7.33"
"Castilla la Mancha","Valladolid","2016-2017","Hombres","PAU","Ciencias Sociales y Jurídicas","6.75"
"Castilla la Mancha","Valladolid","2015-2016","Hombres","PAU","Ciencias Sociales y Jurídicas","6.86"
"Castilla la Mancha","Valladolid","2022-2023","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.89"
"Castilla la Mancha","Valladolid","2021-2022","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.91"
"Castilla la Mancha","Valladolid","2020-2021","Mujeres","PAU","Ciencias Sociales y Jurídicas","7.89"
"Castilla la Mancha","Valladolid","2019-2020","Mujeres","PAU","Ciencias Sociales y Jurídicas","7.63"
"Castilla la Mancha","Valladolid","2018-2019","Mujeres","PAU","Ciencias Sociales y Jurídicas","7.53"
"Castilla la Mancha","Valladolid","2017-2018","Mujeres","PAU","Ciencias Sociales y Jurídicas","7.41"
"Castilla la Mancha","Valladolid","2016-2017","Mujeres","PAU","Ciencias Sociales y Jurídicas","6.81"
"Castilla la Mancha","Valladolid","2015-2016","Mujeres","PAU","Ciencias Sociales y Jurídicas","6.91"
"Castilla la Mancha","Valladolid","2022-2023","Hombres","PAU","Ingeniería y Arquitectura","10.04"
"Castilla la Mancha","Valladolid","2021-2022","Hombres","PAU","Ingeniería y Arquitectura","10.03"
"Castilla la Mancha","Valladolid","2020-2021","Hombres","PAU","Ingeniería y Arquitectura","9.54"
"Castilla la Mancha","Valladolid","2019-2020","Hombres","PAU","Ingeniería y Arquitectura","9.05"
"Castilla la Mancha","Valladolid","2018-2019","Hombres","PAU","Ingeniería y Arquitectura","8.43"
"Castilla la Mancha","Valladolid","2017-2018","Hombres","PAU","Ingeniería y Arquitectura","8.51"
"Castilla la Mancha","Valladolid","2016-2017","Hombres","PAU","Ingeniería y Arquitectura","7.76"
"Castilla la Mancha","Valladolid","2015-2016","Hombres","PAU","Ingeniería y Arquitectura","7.57"
"Castilla la Mancha","Valladolid","2022-2023","Mujeres","PAU","Ingeniería y Arquitectura","10.41"
"Castilla la Mancha","Valladolid","2021-2022","Mujeres","PAU","Ingeniería y Arquitectura","10.78"
"Castilla la Mancha","Valladolid","2020-2021","Mujeres","PAU","Ingeniería y Arquitectura","10.18"
"Castilla la Mancha","Valladolid","2019-2020","Mujeres","PAU","Ingeniería y Arquitectura","9.58"
"Castilla la Mancha","Valladolid","2018-2019","Mujeres","PAU","Ingeniería y Arquitectura","8.83"
"Castilla la Mancha","Valladolid","2017-2018","Mujeres","PAU","Ingeniería y Arquitectura","9.32"
"Castilla la Mancha","Valladolid","2016-2017","Mujeres","PAU","Ingeniería y Arquitectura","8.6"
"Castilla la Mancha","Valladolid","2015-2016","Mujeres","PAU","Ingeniería y Arquitectura","8.01"
"Castilla la Mancha","Valladolid","2022-2023","Hombres","PAU","Artes y Humanidades","8.29"
"Castilla la Mancha","Valladolid","2021-2022","Hombres","PAU","Artes y Humanidades","8.63"
"Castilla la Mancha","Valladolid","2020-2021","Hombres","PAU","Artes y Humanidades","7.53"
"Castilla la Mancha","Valladolid","2019-2020","Hombres","PAU","Artes y Humanidades","7.1"
"Castilla la Mancha","Valladolid","2018-2019","Hombres","PAU","Artes y Humanidades","7.69"
"Castilla la Mancha","Valladolid","2017-2018","Hombres","PAU","Artes y Humanidades","7.18"
"Castilla la Mancha","Valladolid","2016-2017","Hombres","PAU","Artes y Humanidades","6.74"
"Castilla la Mancha","Valladolid","2015-2016","Hombres","PAU","Artes y Humanidades","6.97"
"Castilla la Mancha","Valladolid","2022-2023","Mujeres","PAU","Artes y Humanidades","9.24"
"Castilla la Mancha","Valladolid","2021-2022","Mujeres","PAU","Artes y Humanidades","9.05"
"Castilla la Mancha","Valladolid","2020-2021","Mujeres","PAU","Artes y Humanidades","8.19"
"Castilla la Mancha","Valladolid","2019-2020","Mujeres","PAU","Artes y Humanidades","8.21"
"Castilla la Mancha","Valladolid","2018-2019","Mujeres","PAU","Artes y Humanidades","8.02"
"Castilla la Mancha","Valladolid","2017-2018","Mujeres","PAU","Artes y Humanidades","7.8"
"Castilla la Mancha","Valladolid","2016-2017","Mujeres","PAU","Artes y Humanidades","7.34"
"Castilla la Mancha","Valladolid","2015-2016","Mujeres","PAU","Artes y Humanidades","7.38"
"Castilla la Mancha","Valladolid","2022-2023","Hombres","PAU","Ciencias de la Salud","12.19"
"Castilla la Mancha","Valladolid","2021-2022","Hombres","PAU","Ciencias de la Salud","12.26"
"Castilla la Mancha","Valladolid","2020-2021","Hombres","PAU","Ciencias de la Salud","11.81"
"Castilla la Mancha","Valladolid","2019-2020","Hombres","PAU","Ciencias de la Salud","11.1"
"Castilla la Mancha","Valladolid","2018-2019","Hombres","PAU","Ciencias de la Salud","11.05"
"Castilla la Mancha","Valladolid","2017-2018","Hombres","PAU","Ciencias de la Salud","10.87"
"Castilla la Mancha","Valladolid","2016-2017","Hombres","PAU","Ciencias de la Salud","10.84"
"Castilla la Mancha","Valladolid","2015-2016","Hombres","PAU","Ciencias de la Salud","11.02"
"Castilla la Mancha","Valladolid","2022-2023","Mujeres","PAU","Ciencias de la Salud","11.99"
"Castilla la Mancha","Valladolid","2021-2022","Mujeres","PAU","Ciencias de la Salud","12.2"
"Castilla la Mancha","Valladolid","2020-2021","Mujeres","PAU","Ciencias de la Salud","11.69"
"Castilla la Mancha","Valladolid","2019-2020","Mujeres","PAU","Ciencias de la Salud","11.19"
"Castilla la Mancha","Valladolid","2018-2019","Mujeres","PAU","Ciencias de la Salud","10.86"
"Castilla la Mancha","Valladolid","2017-2018","Mujeres","PAU","Ciencias de la Salud","10.72"
"Castilla la Mancha","Valladolid","2016-2017","Mujeres","PAU","Ciencias de la Salud","10.87"
"Castilla la Mancha","Valladolid","2015-2016","Mujeres","PAU","Ciencias de la Salud","10.55"
"Castilla la Mancha","Valladolid","2022-2023","Hombres","PAU","Ciencias","11.96"
"Castilla la Mancha","Valladolid","2021-2022","Hombres","PAU","Ciencias","11.89"
"Castilla la Mancha","Valladolid","2020-2021","Hombres","PAU","Ciencias","11.43"
"Castilla la Mancha","Valladolid","2019-2020","Hombres","PAU","Ciencias","10.92"
"Castilla la Mancha","Valladolid","2018-2019","Hombres","PAU","Ciencias","10.44"
"Castilla la Mancha","Valladolid","2017-2018","Hombres","PAU","Ciencias","10.12"
"Castilla la Mancha","Valladolid","2016-2017","Hombres","PAU","Ciencias","9.41"
"Castilla la Mancha","Valladolid","2015-2016","Hombres","PAU","Ciencias","8.96"
"Castilla la Mancha","Valladolid","2022-2023","Mujeres","PAU","Ciencias","11.24"
"Castilla la Mancha","Valladolid","2021-2022","Mujeres","PAU","Ciencias","11.22"
"Castilla la Mancha","Valladolid","2020-2021","Mujeres","PAU","Ciencias","11.47"
"Castilla la Mancha","Valladolid","2019-2020","Mujeres","PAU","Ciencias","10.69"
"Castilla la Mancha","Valladolid","2018-2019","Mujeres","PAU","Ciencias","9.85"
"Castilla la Mancha","Valladolid","2017-2018","Mujeres","PAU","Ciencias","9.53"
"Castilla la Mancha","Valladolid","2016-2017","Mujeres","PAU","Ciencias","9.2"
"Castilla la Mancha","Valladolid","2015-2016","Mujeres","PAU","Ciencias","8.8"
"Castilla la Mancha","Valladolid","2022-2023","Hombres","FP","Ciencias Sociales y Jurídicas","7.47"
"Castilla la Mancha","Valladolid","2021-2022","Hombres","FP","Ciencias Sociales y Jurídicas","7.48"
"Castilla la Mancha","Valladolid","2020-2021","Hombres","FP","Ciencias Sociales y Jurídicas","7.03"
"Castilla la Mancha","Valladolid","2019-2020","Hombres","FP","Ciencias Sociales y Jurídicas","6.79"
"Castilla la Mancha","Valladolid","2018-2019","Hombres","FP","Ciencias Sociales y Jurídicas","6.79"
"Castilla la Mancha","Valladolid","2017-2018","Hombres","FP","Ciencias Sociales y Jurídicas","6.76"
"Castilla la Mancha","Valladolid","2016-2017","Hombres","FP","Ciencias Sociales y Jurídicas","6.61"
"Castilla la Mancha","Valladolid","2015-2016","Hombres","FP","Ciencias Sociales y Jurídicas","6.78"
"Castilla la Mancha","Valladolid","2022-2023","Mujeres","FP","Ciencias Sociales y Jurídicas","7.72"
"Castilla la Mancha","Valladolid","2021-2022","Mujeres","FP","Ciencias Sociales y Jurídicas","7.51"
"Castilla la Mancha","Valladolid","2020-2021","Mujeres","FP","Ciencias Sociales y Jurídicas","7.22"
"Castilla la Mancha","Valladolid","2019-2020","Mujeres","FP","Ciencias Sociales y Jurídicas","7.23"
"Castilla la Mancha","Valladolid","2018-2019","Mujeres","FP","Ciencias Sociales y Jurídicas","7.17"
"Castilla la Mancha","Valladolid","2017-2018","Mujeres","FP","Ciencias Sociales y Jurídicas","7.03"
"Castilla la Mancha","Valladolid","2016-2017","Mujeres","FP","Ciencias Sociales y Jurídicas","6.93"
"Castilla la Mancha","Valladolid","2015-2016","Mujeres","FP","Ciencias Sociales y Jurídicas","6.96"
"Castilla la Mancha","Valladolid","2022-2023","Hombres","FP","Ingeniería y Arquitectura","7.34"
"Castilla la Mancha","Valladolid","2021-2022","Hombres","FP","Ingeniería y Arquitectura","7.41"
"Castilla la Mancha","Valladolid","2020-2021","Hombres","FP","Ingeniería y Arquitectura","6.85"
"Castilla la Mancha","Valladolid","2019-2020","Hombres","FP","Ingeniería y Arquitectura","7.07"
"Castilla la Mancha","Valladolid","2018-2019","Hombres","FP","Ingeniería y Arquitectura","6.95"
"Castilla la Mancha","Valladolid","2017-2018","Hombres","FP","Ingeniería y Arquitectura","7.02"
"Castilla la Mancha","Valladolid","2016-2017","Hombres","FP","Ingeniería y Arquitectura","6.84"
"Castilla la Mancha","Valladolid","2015-2016","Hombres","FP","Ingeniería y Arquitectura","6.82"
"Castilla la Mancha","Valladolid","2022-2023","Mujeres","FP","Ingeniería y Arquitectura",NA
"Castilla la Mancha","Valladolid","2021-2022","Mujeres","FP","Ingeniería y Arquitectura",NA
"Castilla la Mancha","Valladolid","2020-2021","Mujeres","FP","Ingeniería y Arquitectura",NA
"Castilla la Mancha","Valladolid","2019-2020","Mujeres","FP","Ingeniería y Arquitectura",NA
"Castilla la Mancha","Valladolid","2018-2019","Mujeres","FP","Ingeniería y Arquitectura",NA
"Castilla la Mancha","Valladolid","2017-2018","Mujeres","FP","Ingeniería y Arquitectura",NA
"Castilla la Mancha","Valladolid","2016-2017","Mujeres","FP","Ingeniería y Arquitectura",NA
"Castilla la Mancha","Valladolid","2015-2016","Mujeres","FP","Ingeniería y Arquitectura",NA
"Castilla la Mancha","Valladolid","2022-2023","Hombres","FP","Artes y Humanidades",NA
"Castilla la Mancha","Valladolid","2021-2022","Hombres","FP","Artes y Humanidades",NA
"Castilla la Mancha","Valladolid","2020-2021","Hombres","FP","Artes y Humanidades",NA
"Castilla la Mancha","Valladolid","2019-2020","Hombres","FP","Artes y Humanidades",NA
"Castilla la Mancha","Valladolid","2018-2019","Hombres","FP","Artes y Humanidades",NA
"Castilla la Mancha","Valladolid","2017-2018","Hombres","FP","Artes y Humanidades",NA
"Castilla la Mancha","Valladolid","2016-2017","Hombres","FP","Artes y Humanidades",NA
"Castilla la Mancha","Valladolid","2015-2016","Hombres","FP","Artes y Humanidades",NA
"Castilla la Mancha","Valladolid","2022-2023","Mujeres","FP","Artes y Humanidades",NA
"Castilla la Mancha","Valladolid","2021-2022","Mujeres","FP","Artes y Humanidades",NA
"Castilla la Mancha","Valladolid","2020-2021","Mujeres","FP","Artes y Humanidades",NA
"Castilla la Mancha","Valladolid","2019-2020","Mujeres","FP","Artes y Humanidades",NA
"Castilla la Mancha","Valladolid","2018-2019","Mujeres","FP","Artes y Humanidades",NA
"Castilla la Mancha","Valladolid","2017-2018","Mujeres","FP","Artes y Humanidades",NA
"Castilla la Mancha","Valladolid","2016-2017","Mujeres","FP","Artes y Humanidades",NA
"Castilla la Mancha","Valladolid","2015-2016","Mujeres","FP","Artes y Humanidades",NA
"Castilla la Mancha","Valladolid","2022-2023","Hombres","FP","Ciencias de la Salud",NA
"Castilla la Mancha","Valladolid","2021-2022","Hombres","FP","Ciencias de la Salud",NA
"Castilla la Mancha","Valladolid","2020-2021","Hombres","FP","Ciencias de la Salud",NA
"Castilla la Mancha","Valladolid","2019-2020","Hombres","FP","Ciencias de la Salud",NA
"Castilla la Mancha","Valladolid","2018-2019","Hombres","FP","Ciencias de la Salud",NA
"Castilla la Mancha","Valladolid","2017-2018","Hombres","FP","Ciencias de la Salud",NA
"Castilla la Mancha","Valladolid","2016-2017","Hombres","FP","Ciencias de la Salud",NA
"Castilla la Mancha","Valladolid","2015-2016","Hombres","FP","Ciencias de la Salud",NA
"Castilla la Mancha","Valladolid","2022-2023","Mujeres","FP","Ciencias de la Salud","11.19"
"Castilla la Mancha","Valladolid","2021-2022","Mujeres","FP","Ciencias de la Salud","11.3"
"Castilla la Mancha","Valladolid","2020-2021","Mujeres","FP","Ciencias de la Salud","11.42"
"Castilla la Mancha","Valladolid","2019-2020","Mujeres","FP","Ciencias de la Salud","10.31"
"Castilla la Mancha","Valladolid","2018-2019","Mujeres","FP","Ciencias de la Salud","10.38"
"Castilla la Mancha","Valladolid","2017-2018","Mujeres","FP","Ciencias de la Salud","9.27"
"Castilla la Mancha","Valladolid","2016-2017","Mujeres","FP","Ciencias de la Salud","9.66"
"Castilla la Mancha","Valladolid","2015-2016","Mujeres","FP","Ciencias de la Salud","9.7"
"Castilla la Mancha","Valladolid","2022-2023","Hombres","FP","Ciencias",NA
"Castilla la Mancha","Valladolid","2021-2022","Hombres","FP","Ciencias",NA
"Castilla la Mancha","Valladolid","2020-2021","Hombres","FP","Ciencias",NA
"Castilla la Mancha","Valladolid","2019-2020","Hombres","FP","Ciencias",NA
"Castilla la Mancha","Valladolid","2018-2019","Hombres","FP","Ciencias",NA
"Castilla la Mancha","Valladolid","2017-2018","Hombres","FP","Ciencias",NA
"Castilla la Mancha","Valladolid","2016-2017","Hombres","FP","Ciencias",NA
"Castilla la Mancha","Valladolid","2015-2016","Hombres","FP","Ciencias",NA
"Castilla la Mancha","Valladolid","2022-2023","Mujeres","FP","Ciencias",NA
"Castilla la Mancha","Valladolid","2021-2022","Mujeres","FP","Ciencias",NA
"Castilla la Mancha","Valladolid","2020-2021","Mujeres","FP","Ciencias",NA
"Castilla la Mancha","Valladolid","2019-2020","Mujeres","FP","Ciencias",NA
"Castilla la Mancha","Valladolid","2018-2019","Mujeres","FP","Ciencias",NA
"Castilla la Mancha","Valladolid","2017-2018","Mujeres","FP","Ciencias",NA
"Castilla la Mancha","Valladolid","2016-2017","Mujeres","FP","Ciencias",NA
"Castilla la Mancha","Valladolid","2015-2016","Mujeres","FP","Ciencias",NA
"Galicia","Vigo","2022-2023","Hombres","PAU","Ciencias Sociales y Jurídicas","9.14"
"Galicia","Vigo","2021-2022","Hombres","PAU","Ciencias Sociales y Jurídicas","9.1"
"Galicia","Vigo","2020-2021","Hombres","PAU","Ciencias Sociales y Jurídicas","8.77"
"Galicia","Vigo","2019-2020","Hombres","PAU","Ciencias Sociales y Jurídicas","8.17"
"Galicia","Vigo","2018-2019","Hombres","PAU","Ciencias Sociales y Jurídicas","8.23"
"Galicia","Vigo","2017-2018","Hombres","PAU","Ciencias Sociales y Jurídicas","7.9"
"Galicia","Vigo","2016-2017","Hombres","PAU","Ciencias Sociales y Jurídicas","7.39"
"Galicia","Vigo","2015-2016","Hombres","PAU","Ciencias Sociales y Jurídicas","7.23"
"Galicia","Vigo","2022-2023","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.46"
